dice,iou,artery_to_vein_rate,vein_to_artery_rate,background_accuracy,background_precision,background_recall,arteries_accuracy,arteries_precision,arteries_recall,veins_accuracy,veins_precision,veins_recall,crossings_accuracy,crossings_precision,crossings_recall,capillaries_accuracy,capillaries_precision,capillaries_recall
0.4741734437248627,0.36780156376056433,0.12671370918785474,0.13492047452557002,0.909326744079588,0.9933097597517343,0.9066019699537863,0.942274856567381,0.38371620565712466,0.7750894795374369,0.9440080642700177,0.44603689049769324,0.7709828014793245,0.995642089843748,0.20211388227421895,0.5634098055193159,0.9966854095458965,0.02885458100180081,0.12584533960562821
